CDR_ID,IPDR_ID,Relationship_Type,Time_Difference_Seconds,Is_Correlated
CDR202600018562,,NO_MATCH,,0
CDR202600018563,,NO_MATCH,,0
CDR202600018564,,NO_MATCH,,0
CDR202600018565,,NO_MATCH,,0
CDR202600018566,,NO_MATCH,,0
CDR202600018567,,NO_MATCH,,0
CDR202600018568,,NO_MATCH,,0
CDR202600018569,,NO_MATCH,,0
CDR202600018570,,NO_MATCH,,0
CDR202600018571,,NO_MATCH,,0
CDR202600018572,,NO_MATCH,,0
CDR202600018573,,NO_MATCH,,0
CDR202600018574,,NO_MATCH,,0
CDR202600018575,,NO_MATCH,,0
CDR202600018576,,NO_MATCH,,0
CDR202600018577,,NO_MATCH,,0
CDR202600018578,IPDR202600015442,PRIMARY_SESSION,-161,1
CDR202600018579,,NO_MATCH,,0
CDR202600018580,,NO_MATCH,,0
CDR202600018581,,NO_MATCH,,0
CDR202600018582,,NO_MATCH,,0
CDR202600018583,,NO_MATCH,,0
CDR202600018584,,NO_MATCH,,0
CDR202600018585,,NO_MATCH,,0
CDR202600018586,,NO_MATCH,,0
CDR202600018587,,NO_MATCH,,0
CDR202600018588,,NO_MATCH,,0
CDR202600018589,,NO_MATCH,,0
CDR202600018590,,NO_MATCH,,0
CDR202600018591,,NO_MATCH,,0
CDR202600060194,IPDR202600050430,PRIMARY_SESSION,360,1
CDR202600018592,,NO_MATCH,,0
CDR202600018593,,NO_MATCH,,0
CDR202600018594,,NO_MATCH,,0
CDR202600018595,,NO_MATCH,,0
CDR202600018596,,NO_MATCH,,0
CDR202600018597,,NO_MATCH,,0
CDR202600018598,,NO_MATCH,,0
CDR202600018599,,NO_MATCH,,0
CDR202600018600,,NO_MATCH,,0
CDR202600018601,,NO_MATCH,,0
CDR202600018602,,NO_MATCH,,0
CDR202600018603,,NO_MATCH,,0
CDR202600018604,,NO_MATCH,,0
CDR202600018605,,NO_MATCH,,0
CDR202600018606,,NO_MATCH,,0
CDR202600018607,,NO_MATCH,,0
CDR202600018608,,NO_MATCH,,0
CDR202600018609,,NO_MATCH,,0
CDR202600018610,,NO_MATCH,,0
CDR202600018611,,NO_MATCH,,0
CDR202600018612,,NO_MATCH,,0
CDR202600018613,,NO_MATCH,,0
CDR202600018614,,NO_MATCH,,0
CDR202600018615,,NO_MATCH,,0
CDR202600018616,,NO_MATCH,,0
CDR202600018617,,NO_MATCH,,0
CDR202600018618,,NO_MATCH,,0
CDR202600018619,,NO_MATCH,,0
CDR202600018620,,NO_MATCH,,0
CDR202600018621,,NO_MATCH,,0
CDR202600018622,,NO_MATCH,,0
CDR202600018623,,NO_MATCH,,0
CDR202600018624,,NO_MATCH,,0
CDR202600018625,,NO_MATCH,,0
CDR202600018626,,NO_MATCH,,0
CDR202600018627,,NO_MATCH,,0
CDR202600018628,IPDR202600015490,PRIMARY_SESSION,-710,1
CDR202600018629,,NO_MATCH,,0
CDR202600018630,,NO_MATCH,,0
CDR202600018631,,NO_MATCH,,0
CDR202600018632,,NO_MATCH,,0
CDR202600018633,,NO_MATCH,,0
CDR202600018634,,NO_MATCH,,0
CDR202600018635,,NO_MATCH,,0
CDR202600018636,,NO_MATCH,,0
CDR202600018637,,NO_MATCH,,0
CDR202600018638,,NO_MATCH,,0
CDR202600018639,,NO_MATCH,,0
CDR202600018640,,NO_MATCH,,0
CDR202600018641,,NO_MATCH,,0
CDR202600018642,,NO_MATCH,,0
CDR202600018643,,NO_MATCH,,0
CDR202600018644,,NO_MATCH,,0
CDR202600018645,,NO_MATCH,,0
CDR202600018646,,NO_MATCH,,0
CDR202600018647,,NO_MATCH,,0
CDR202600018648,,NO_MATCH,,0
CDR202600018649,,NO_MATCH,,0
CDR202600018650,,NO_MATCH,,0
CDR202600018651,,NO_MATCH,,0
CDR202600018652,,NO_MATCH,,0
CDR202600018653,,NO_MATCH,,0
CDR202600018654,,NO_MATCH,,0
CDR202600018655,,NO_MATCH,,0
CDR202600018656,,NO_MATCH,,0
CDR202600018657,,NO_MATCH,,0
CDR202600018658,,NO_MATCH,,0
CDR202600018659,,NO_MATCH,,0
CDR202600018660,,NO_MATCH,,0
CDR202600018661,,NO_MATCH,,0
CDR202600018662,,NO_MATCH,,0
CDR202600018663,,NO_MATCH,,0
CDR202600018664,,NO_MATCH,,0
CDR202600018665,,NO_MATCH,,0
CDR202600018666,,NO_MATCH,,0
CDR202600018667,,NO_MATCH,,0
CDR202600018668,,NO_MATCH,,0
CDR202600018669,,NO_MATCH,,0
CDR202600018670,,NO_MATCH,,0
CDR202600018671,,NO_MATCH,,0
CDR202600060001,,NO_MATCH,,0
CDR202600018672,,NO_MATCH,,0
CDR202600018673,,NO_MATCH,,0
CDR202600018674,,NO_MATCH,,0
CDR202600018675,,NO_MATCH,,0
CDR202600018676,,NO_MATCH,,0
CDR202600018677,,NO_MATCH,,0
CDR202600018678,,NO_MATCH,,0
CDR202600018679,IPDR202600015529,PRIMARY_SESSION,-270,1
CDR202600018680,,NO_MATCH,,0
CDR202600018681,,NO_MATCH,,0
CDR202600018682,,NO_MATCH,,0
CDR202600018683,,NO_MATCH,,0
CDR202600018684,,NO_MATCH,,0
CDR202600018685,,NO_MATCH,,0
CDR202600018686,,NO_MATCH,,0
CDR202600018687,,NO_MATCH,,0
CDR202600018688,,NO_MATCH,,0
CDR202600018689,,NO_MATCH,,0
CDR202600018690,,NO_MATCH,,0
CDR202600018691,,NO_MATCH,,0
CDR202600018692,,NO_MATCH,,0
CDR202600018693,,NO_MATCH,,0
CDR202600018694,,NO_MATCH,,0
CDR202600018695,,NO_MATCH,,0
CDR202600018696,,NO_MATCH,,0
CDR202600018697,,NO_MATCH,,0
CDR202600018698,,NO_MATCH,,0
CDR202600018699,,NO_MATCH,,0
CDR202600018700,,NO_MATCH,,0
CDR202600018701,,NO_MATCH,,0
CDR202600018702,,NO_MATCH,,0
CDR202600018703,IPDR202600015548,PRIMARY_SESSION,-432,1
CDR202600018704,,NO_MATCH,,0
CDR202600018705,,NO_MATCH,,0
CDR202600018706,,NO_MATCH,,0
CDR202600018707,,NO_MATCH,,0
CDR202600018708,,NO_MATCH,,0
CDR202600018709,,NO_MATCH,,0
CDR202600018710,,NO_MATCH,,0
CDR202600018711,,NO_MATCH,,0
CDR202600018712,,NO_MATCH,,0
CDR202600018713,,NO_MATCH,,0
CDR202600018714,,NO_MATCH,,0
CDR202600018715,,NO_MATCH,,0
CDR202600018716,,NO_MATCH,,0
CDR202600018717,,NO_MATCH,,0
CDR202600018718,,NO_MATCH,,0
CDR202600018719,,NO_MATCH,,0
CDR202600018720,,NO_MATCH,,0
CDR202600018721,,NO_MATCH,,0
CDR202600018722,,NO_MATCH,,0
CDR202600018723,,NO_MATCH,,0
CDR202600018724,,NO_MATCH,,0
CDR202600018725,,NO_MATCH,,0
CDR202600018726,,NO_MATCH,,0
CDR202600018727,,NO_MATCH,,0
CDR202600018728,,NO_MATCH,,0
CDR202600018729,,NO_MATCH,,0
CDR202600018730,,NO_MATCH,,0
CDR202600018731,,NO_MATCH,,0
CDR202600018732,,NO_MATCH,,0
CDR202600018733,,NO_MATCH,,0
CDR202600018734,,NO_MATCH,,0
CDR202600018735,,NO_MATCH,,0
CDR202600018736,,NO_MATCH,,0
CDR202600018737,,NO_MATCH,,0
CDR202600018738,,NO_MATCH,,0
CDR202600018739,,NO_MATCH,,0
CDR202600018740,IPDR202600015587,PRIMARY_SESSION,769,1
CDR202600018741,,NO_MATCH,,0
CDR202600018742,,NO_MATCH,,0
CDR202600018743,,NO_MATCH,,0
CDR202600018744,,NO_MATCH,,0
CDR202600018745,,NO_MATCH,,0
CDR202600018746,,NO_MATCH,,0
CDR202600018747,,NO_MATCH,,0
CDR202600018748,,NO_MATCH,,0
CDR202600018749,,NO_MATCH,,0
CDR202600018750,,NO_MATCH,,0
CDR202600018751,,NO_MATCH,,0
CDR202600018752,,NO_MATCH,,0
CDR202600018753,,NO_MATCH,,0
CDR202600018754,,NO_MATCH,,0
CDR202600018755,,NO_MATCH,,0
CDR202600018756,,NO_MATCH,,0
CDR202600018757,,NO_MATCH,,0
CDR202600018758,,NO_MATCH,,0
CDR202600018759,,NO_MATCH,,0
CDR202600018760,,NO_MATCH,,0
CDR202600018761,,NO_MATCH,,0
CDR202600018762,,NO_MATCH,,0
CDR202600018763,,NO_MATCH,,0
CDR202600018764,,NO_MATCH,,0
CDR202600018765,,NO_MATCH,,0
CDR202600018766,,NO_MATCH,,0
CDR202600018767,,NO_MATCH,,0
CDR202600018768,,NO_MATCH,,0
CDR202600018769,,NO_MATCH,,0
CDR202600018770,,NO_MATCH,,0
CDR202600018771,,NO_MATCH,,0
CDR202600018772,,NO_MATCH,,0
CDR202600018773,,NO_MATCH,,0
CDR202600018774,,NO_MATCH,,0
CDR202600018775,,NO_MATCH,,0
CDR202600018776,,NO_MATCH,,0
CDR202600018777,,NO_MATCH,,0
CDR202600018778,,NO_MATCH,,0
CDR202600018779,,NO_MATCH,,0
CDR202600018780,,NO_MATCH,,0
CDR202600018781,,NO_MATCH,,0
CDR202600018782,,NO_MATCH,,0
CDR202600018783,IPDR202600050403,PRIMARY_SESSION,75,1
CDR202600018783,IPDR202600050405,ADDITIONAL_SESSION,-105,1
CDR202600018784,,NO_MATCH,,0
CDR202600018785,,NO_MATCH,,0
CDR202600018786,,NO_MATCH,,0
CDR202600060184,IPDR202600050403,PRIMARY_SESSION,-120,1
CDR202600060184,IPDR202600050407,ADDITIONAL_SESSION,240,1
CDR202600018787,,NO_MATCH,,0
CDR202600018788,,NO_MATCH,,0
CDR202600018789,,NO_MATCH,,0
CDR202600018790,IPDR202600015627,PRIMARY_SESSION,-114,1
CDR202600018791,,NO_MATCH,,0
CDR202600018792,IPDR202600015632,PRIMARY_SESSION,895,1
CDR202600018793,,NO_MATCH,,0
CDR202600018794,,NO_MATCH,,0
CDR202600018795,IPDR202600015619,PRIMARY_SESSION,-730,1
CDR202600018796,,NO_MATCH,,0
CDR202600018797,,NO_MATCH,,0
CDR202600018798,,NO_MATCH,,0
CDR202600018799,,NO_MATCH,,0
CDR202600018800,,NO_MATCH,,0
CDR202600018801,,NO_MATCH,,0
CDR202600018802,,NO_MATCH,,0
CDR202600018803,,NO_MATCH,,0
CDR202600018804,,NO_MATCH,,0
CDR202600018805,,NO_MATCH,,0
CDR202600018806,,NO_MATCH,,0
CDR202600018807,,NO_MATCH,,0
CDR202600018808,,NO_MATCH,,0
CDR202600018809,,NO_MATCH,,0
CDR202600018810,,NO_MATCH,,0
CDR202600018811,,NO_MATCH,,0
CDR202600018812,,NO_MATCH,,0
CDR202600018813,,NO_MATCH,,0
CDR202600018814,,NO_MATCH,,0
CDR202600018815,,NO_MATCH,,0
CDR202600018816,,NO_MATCH,,0
CDR202600018817,,NO_MATCH,,0
CDR202600018818,,NO_MATCH,,0
CDR202600018819,,NO_MATCH,,0
CDR202600018820,,NO_MATCH,,0
CDR202600018821,,NO_MATCH,,0
CDR202600018822,IPDR202600015656,PRIMARY_SESSION,248,1
CDR202600018823,,NO_MATCH,,0
CDR202600018824,,NO_MATCH,,0
CDR202600018825,,NO_MATCH,,0
CDR202600018826,,NO_MATCH,,0
CDR202600018827,,NO_MATCH,,0
CDR202600018828,,NO_MATCH,,0
CDR202600018829,,NO_MATCH,,0
CDR202600018830,,NO_MATCH,,0
CDR202600018831,,NO_MATCH,,0
CDR202600018832,,NO_MATCH,,0
CDR202600018833,,NO_MATCH,,0
CDR202600018834,,NO_MATCH,,0
CDR202600018835,IPDR202600015657,PRIMARY_SESSION,-358,1
CDR202600018836,,NO_MATCH,,0
CDR202600018837,,NO_MATCH,,0
CDR202600018838,,NO_MATCH,,0
CDR202600018839,,NO_MATCH,,0
CDR202600018840,,NO_MATCH,,0
CDR202600018841,,NO_MATCH,,0
CDR202600018842,,NO_MATCH,,0
CDR202600018843,,NO_MATCH,,0
CDR202600018844,,NO_MATCH,,0
CDR202600018845,,NO_MATCH,,0
CDR202600018846,,NO_MATCH,,0
CDR202600018847,,NO_MATCH,,0
CDR202600018848,,NO_MATCH,,0
CDR202600018849,,NO_MATCH,,0
CDR202600018850,,NO_MATCH,,0
CDR202600018851,,NO_MATCH,,0
CDR202600018852,,NO_MATCH,,0
CDR202600018853,,NO_MATCH,,0
CDR202600018854,,NO_MATCH,,0
CDR202600018855,,NO_MATCH,,0
CDR202600018856,,NO_MATCH,,0
CDR202600018857,,NO_MATCH,,0
CDR202600018858,,NO_MATCH,,0
CDR202600018859,,NO_MATCH,,0
CDR202600018860,,NO_MATCH,,0
CDR202600018861,IPDR202600015676,PRIMARY_SESSION,158,1
CDR202600018862,,NO_MATCH,,0
CDR202600018863,,NO_MATCH,,0
CDR202600018864,,NO_MATCH,,0
CDR202600018865,IPDR202600015679,PRIMARY_SESSION,295,1
CDR202600018866,,NO_MATCH,,0
CDR202600018867,,NO_MATCH,,0
CDR202600018868,IPDR202600015672,PRIMARY_SESSION,-494,1
CDR202600018869,,NO_MATCH,,0
CDR202600018870,,NO_MATCH,,0
CDR202600018871,,NO_MATCH,,0
CDR202600018872,,NO_MATCH,,0
CDR202600018873,,NO_MATCH,,0
CDR202600018874,,NO_MATCH,,0
CDR202600018875,,NO_MATCH,,0
CDR202600018876,IPDR202600015675,PRIMARY_SESSION,-654,1
CDR202600018877,,NO_MATCH,,0
CDR202600018878,,NO_MATCH,,0
CDR202600018879,,NO_MATCH,,0
CDR202600018880,,NO_MATCH,,0
CDR202600018881,,NO_MATCH,,0
CDR202600018882,,NO_MATCH,,0
CDR202600018883,,NO_MATCH,,0
CDR202600018884,,NO_MATCH,,0
CDR202600018885,,NO_MATCH,,0
CDR202600018886,,NO_MATCH,,0
CDR202600018887,,NO_MATCH,,0
CDR202600018888,,NO_MATCH,,0
CDR202600018889,,NO_MATCH,,0
CDR202600018890,,NO_MATCH,,0
CDR202600018891,,NO_MATCH,,0
CDR202600018892,,NO_MATCH,,0
CDR202600018893,,NO_MATCH,,0
CDR202600018894,,NO_MATCH,,0
CDR202600018895,,NO_MATCH,,0
CDR202600018896,,NO_MATCH,,0
CDR202600018897,,NO_MATCH,,0
CDR202600018898,,NO_MATCH,,0
CDR202600018899,,NO_MATCH,,0
CDR202600018900,,NO_MATCH,,0
CDR202600018901,,NO_MATCH,,0
CDR202600018902,,NO_MATCH,,0
CDR202600018903,,NO_MATCH,,0
CDR202600018904,,NO_MATCH,,0
CDR202600018905,,NO_MATCH,,0
CDR202600018906,,NO_MATCH,,0
CDR202600018907,,NO_MATCH,,0
CDR202600018908,,NO_MATCH,,0
CDR202600018909,,NO_MATCH,,0
CDR202600018910,,NO_MATCH,,0
CDR202600018911,,NO_MATCH,,0
CDR202600018912,,NO_MATCH,,0
CDR202600018913,,NO_MATCH,,0
CDR202600018914,,NO_MATCH,,0
CDR202600018915,,NO_MATCH,,0
CDR202600018916,IPDR202600015712,PRIMARY_SESSION,-486,1
CDR202600018917,,NO_MATCH,,0
CDR202600018918,,NO_MATCH,,0
CDR202600018919,,NO_MATCH,,0
CDR202600018920,,NO_MATCH,,0
CDR202600018921,,NO_MATCH,,0
CDR202600018922,,NO_MATCH,,0
CDR202600018923,,NO_MATCH,,0
CDR202600018924,,NO_MATCH,,0
CDR202600018925,,NO_MATCH,,0
CDR202600018926,,NO_MATCH,,0
CDR202600018927,,NO_MATCH,,0
CDR202600018928,,NO_MATCH,,0
CDR202600018929,,NO_MATCH,,0
CDR202600018930,IPDR202600015727,PRIMARY_SESSION,-525,1
CDR202600018931,,NO_MATCH,,0
CDR202600018932,,NO_MATCH,,0
CDR202600060287,,NO_MATCH,,0
CDR202600018933,,NO_MATCH,,0
CDR202600018934,,NO_MATCH,,0
CDR202600018935,,NO_MATCH,,0
CDR202600018936,,NO_MATCH,,0
CDR202600060565,,NO_MATCH,,0
CDR202600018937,,NO_MATCH,,0
CDR202600018938,,NO_MATCH,,0
CDR202600018939,,NO_MATCH,,0
CDR202600018940,,NO_MATCH,,0
CDR202600018941,,NO_MATCH,,0
CDR202600018942,,NO_MATCH,,0
CDR202600018943,,NO_MATCH,,0
CDR202600018944,,NO_MATCH,,0
CDR202600018945,,NO_MATCH,,0
CDR202600018946,,NO_MATCH,,0
CDR202600018947,,NO_MATCH,,0
CDR202600018948,,NO_MATCH,,0
CDR202600018949,,NO_MATCH,,0
CDR202600018950,,NO_MATCH,,0
CDR202600018951,,NO_MATCH,,0
CDR202600018952,,NO_MATCH,,0
CDR202600018953,,NO_MATCH,,0
CDR202600018954,,NO_MATCH,,0
CDR202600018955,,NO_MATCH,,0
CDR202600018956,,NO_MATCH,,0
CDR202600018957,,NO_MATCH,,0
CDR202600018958,,NO_MATCH,,0
CDR202600018959,,NO_MATCH,,0
CDR202600018960,,NO_MATCH,,0
CDR202600018961,,NO_MATCH,,0
CDR202600018962,,NO_MATCH,,0
CDR202600018963,IPDR202600015766,PRIMARY_SESSION,-565,1
CDR202600018964,,NO_MATCH,,0
CDR202600018965,,NO_MATCH,,0
CDR202600018966,,NO_MATCH,,0
CDR202600018967,,NO_MATCH,,0
CDR202600018968,,NO_MATCH,,0
CDR202600018969,,NO_MATCH,,0
CDR202600018970,,NO_MATCH,,0
CDR202600018971,,NO_MATCH,,0
CDR202600018972,,NO_MATCH,,0
CDR202600018973,,NO_MATCH,,0
CDR202600018974,,NO_MATCH,,0
CDR202600018975,,NO_MATCH,,0
CDR202600018976,,NO_MATCH,,0
CDR202600018977,,NO_MATCH,,0
CDR202600018978,IPDR202600015781,PRIMARY_SESSION,-219,1
CDR202600018979,,NO_MATCH,,0
CDR202600018980,,NO_MATCH,,0
CDR202600018981,,NO_MATCH,,0
CDR202600018982,,NO_MATCH,,0
CDR202600018983,,NO_MATCH,,0
CDR202600018984,,NO_MATCH,,0
CDR202600018985,,NO_MATCH,,0
CDR202600018986,,NO_MATCH,,0
CDR202600018987,,NO_MATCH,,0
CDR202600018988,,NO_MATCH,,0
CDR202600018989,,NO_MATCH,,0
CDR202600018990,,NO_MATCH,,0
CDR202600018991,,NO_MATCH,,0
CDR202600018992,,NO_MATCH,,0
CDR202600018993,,NO_MATCH,,0
CDR202600018994,,NO_MATCH,,0
CDR202600018995,,NO_MATCH,,0
CDR202600018996,,NO_MATCH,,0
CDR202600018997,,NO_MATCH,,0
CDR202600018998,,NO_MATCH,,0
CDR202600018999,,NO_MATCH,,0
CDR202600019000,,NO_MATCH,,0
CDR202600019001,,NO_MATCH,,0
CDR202600019002,,NO_MATCH,,0
CDR202600019003,,NO_MATCH,,0
CDR202600019004,,NO_MATCH,,0
CDR202600019005,,NO_MATCH,,0
CDR202600019006,,NO_MATCH,,0
CDR202600019007,IPDR202600015812,PRIMARY_SESSION,322,1
CDR202600019008,,NO_MATCH,,0
CDR202600019009,,NO_MATCH,,0
CDR202600019010,,NO_MATCH,,0
CDR202600019011,,NO_MATCH,,0
CDR202600019012,,NO_MATCH,,0
CDR202600019013,,NO_MATCH,,0
CDR202600019014,,NO_MATCH,,0
CDR202600019015,,NO_MATCH,,0
CDR202600019016,,NO_MATCH,,0
CDR202600019017,,NO_MATCH,,0
CDR202600019018,,NO_MATCH,,0
CDR202600019019,IPDR202600015820,PRIMARY_SESSION,-294,1
CDR202600019020,,NO_MATCH,,0
CDR202600019021,,NO_MATCH,,0
CDR202600019022,,NO_MATCH,,0
CDR202600019023,,NO_MATCH,,0
CDR202600019024,,NO_MATCH,,0
CDR202600019025,IPDR202600015832,PRIMARY_SESSION,770,1
CDR202600019026,,NO_MATCH,,0
CDR202600019027,,NO_MATCH,,0
CDR202600019028,,NO_MATCH,,0
CDR202600019029,,NO_MATCH,,0
CDR202600019030,,NO_MATCH,,0
CDR202600019031,,NO_MATCH,,0
CDR202600019032,,NO_MATCH,,0
CDR202600019033,,NO_MATCH,,0
CDR202600019034,,NO_MATCH,,0
CDR202600019035,,NO_MATCH,,0
CDR202600019036,,NO_MATCH,,0
CDR202600019037,,NO_MATCH,,0
CDR202600019038,,NO_MATCH,,0
CDR202600019039,,NO_MATCH,,0
CDR202600019040,,NO_MATCH,,0
CDR202600019041,,NO_MATCH,,0
CDR202600019042,,NO_MATCH,,0
CDR202600019043,,NO_MATCH,,0
CDR202600019044,,NO_MATCH,,0
CDR202600019045,,NO_MATCH,,0
CDR202600019046,,NO_MATCH,,0
CDR202600019047,,NO_MATCH,,0
CDR202600019048,,NO_MATCH,,0
CDR202600019049,,NO_MATCH,,0
CDR202600019050,IPDR202600015852,PRIMARY_SESSION,676,1
CDR202600019051,,NO_MATCH,,0
CDR202600019052,,NO_MATCH,,0
CDR202600019053,,NO_MATCH,,0
CDR202600019054,,NO_MATCH,,0
CDR202600019055,,NO_MATCH,,0
CDR202600019056,,NO_MATCH,,0
CDR202600019057,,NO_MATCH,,0
CDR202600019058,,NO_MATCH,,0
CDR202600019059,,NO_MATCH,,0
CDR202600019060,,NO_MATCH,,0
CDR202600019061,,NO_MATCH,,0
CDR202600019062,,NO_MATCH,,0
CDR202600019063,,NO_MATCH,,0
CDR202600019064,,NO_MATCH,,0
CDR202600019065,,NO_MATCH,,0
CDR202600019066,,NO_MATCH,,0
CDR202600019067,,NO_MATCH,,0
CDR202600019068,,NO_MATCH,,0
CDR202600019069,,NO_MATCH,,0
CDR202600019070,,NO_MATCH,,0
CDR202600019071,,NO_MATCH,,0
CDR202600019072,,NO_MATCH,,0
CDR202600019073,,NO_MATCH,,0
CDR202600019074,,NO_MATCH,,0
CDR202600019075,,NO_MATCH,,0
CDR202600019076,,NO_MATCH,,0
CDR202600019077,,NO_MATCH,,0
CDR202600019078,,NO_MATCH,,0
CDR202600019079,,NO_MATCH,,0
CDR202600019080,,NO_MATCH,,0
CDR202600019081,,NO_MATCH,,0
CDR202600019082,,NO_MATCH,,0
CDR202600060438,,NO_MATCH,,0
CDR202600019083,,NO_MATCH,,0
CDR202600019084,,NO_MATCH,,0
CDR202600019085,,NO_MATCH,,0
CDR202600019086,,NO_MATCH,,0
CDR202600019087,,NO_MATCH,,0
CDR202600019088,,NO_MATCH,,0
CDR202600019089,,NO_MATCH,,0
CDR202600019090,,NO_MATCH,,0
CDR202600019091,,NO_MATCH,,0
CDR202600019092,,NO_MATCH,,0
CDR202600019093,,NO_MATCH,,0
CDR202600019094,,NO_MATCH,,0
CDR202600019095,,NO_MATCH,,0
CDR202600019096,,NO_MATCH,,0
CDR202600019097,,NO_MATCH,,0
CDR202600019098,,NO_MATCH,,0
CDR202600019099,,NO_MATCH,,0
CDR202600019100,,NO_MATCH,,0
CDR202600019101,,NO_MATCH,,0
CDR202600019102,,NO_MATCH,,0
CDR202600019103,,NO_MATCH,,0
CDR202600019104,,NO_MATCH,,0
CDR202600019105,,NO_MATCH,,0
CDR202600019106,,NO_MATCH,,0
CDR202600019107,,NO_MATCH,,0
CDR202600019108,,NO_MATCH,,0
CDR202600019109,,NO_MATCH,,0
CDR202600019110,,NO_MATCH,,0
CDR202600019111,,NO_MATCH,,0
CDR202600019112,,NO_MATCH,,0
CDR202600019113,,NO_MATCH,,0
CDR202600019114,,NO_MATCH,,0
CDR202600019115,,NO_MATCH,,0
CDR202600019116,,NO_MATCH,,0
CDR202600019117,,NO_MATCH,,0
CDR202600019118,,NO_MATCH,,0
CDR202600019119,,NO_MATCH,,0
CDR202600019120,,NO_MATCH,,0
CDR202600019121,,NO_MATCH,,0
CDR202600019122,,NO_MATCH,,0
CDR202600019123,,NO_MATCH,,0
CDR202600019124,,NO_MATCH,,0
CDR202600019125,,NO_MATCH,,0
CDR202600019126,,NO_MATCH,,0
CDR202600019127,,NO_MATCH,,0
CDR202600019128,,NO_MATCH,,0
CDR202600019129,,NO_MATCH,,0
CDR202600019130,,NO_MATCH,,0
CDR202600019131,,NO_MATCH,,0
CDR202600019132,,NO_MATCH,,0
CDR202600019133,,NO_MATCH,,0
CDR202600019134,,NO_MATCH,,0
CDR202600019135,,NO_MATCH,,0
CDR202600019136,,NO_MATCH,,0
CDR202600019137,,NO_MATCH,,0
CDR202600019138,,NO_MATCH,,0
CDR202600019139,,NO_MATCH,,0
CDR202600019140,,NO_MATCH,,0
CDR202600019141,IPDR202600015884,PRIMARY_SESSION,-776,1
CDR202600019142,,NO_MATCH,,0
CDR202600019143,,NO_MATCH,,0
CDR202600019144,,NO_MATCH,,0
CDR202600019145,,NO_MATCH,,0
CDR202600019146,,NO_MATCH,,0
CDR202600019147,,NO_MATCH,,0
CDR202600019148,,NO_MATCH,,0
CDR202600019149,,NO_MATCH,,0
CDR202600019150,,NO_MATCH,,0
CDR202600019151,IPDR202600015894,PRIMARY_SESSION,-185,1
CDR202600019152,,NO_MATCH,,0
CDR202600019153,IPDR202600015894,PRIMARY_SESSION,-307,1
CDR202600019154,,NO_MATCH,,0
CDR202600019155,,NO_MATCH,,0
CDR202600019156,,NO_MATCH,,0
CDR202600019157,,NO_MATCH,,0
CDR202600019158,,NO_MATCH,,0
CDR202600019159,,NO_MATCH,,0
CDR202600019160,,NO_MATCH,,0
CDR202600019161,,NO_MATCH,,0
CDR202600019162,,NO_MATCH,,0
CDR202600019163,,NO_MATCH,,0
CDR202600019164,,NO_MATCH,,0
CDR202600019165,,NO_MATCH,,0
CDR202600019166,,NO_MATCH,,0
CDR202600019167,,NO_MATCH,,0
CDR202600019168,,NO_MATCH,,0
CDR202600019169,,NO_MATCH,,0
CDR202600019170,,NO_MATCH,,0
CDR202600019171,,NO_MATCH,,0
CDR202600019172,,NO_MATCH,,0
CDR202600019173,,NO_MATCH,,0
CDR202600019174,,NO_MATCH,,0
CDR202600019175,,NO_MATCH,,0
CDR202600019176,,NO_MATCH,,0
CDR202600019177,,NO_MATCH,,0
CDR202600019178,,NO_MATCH,,0
CDR202600019179,,NO_MATCH,,0
CDR202600019180,,NO_MATCH,,0
CDR202600019181,,NO_MATCH,,0
CDR202600019182,,NO_MATCH,,0
CDR202600019183,,NO_MATCH,,0
CDR202600019184,,NO_MATCH,,0
CDR202600019185,,NO_MATCH,,0
CDR202600019186,,NO_MATCH,,0
CDR202600019187,,NO_MATCH,,0
CDR202600019188,,NO_MATCH,,0
CDR202600019189,,NO_MATCH,,0
CDR202600019190,,NO_MATCH,,0
CDR202600019191,,NO_MATCH,,0
CDR202600019192,,NO_MATCH,,0
CDR202600019193,,NO_MATCH,,0
CDR202600019194,,NO_MATCH,,0
CDR202600019195,,NO_MATCH,,0
CDR202600019196,,NO_MATCH,,0
CDR202600019197,,NO_MATCH,,0
CDR202600019198,,NO_MATCH,,0
CDR202600019199,,NO_MATCH,,0
CDR202600019200,,NO_MATCH,,0
CDR202600019201,,NO_MATCH,,0
CDR202600019202,,NO_MATCH,,0
CDR202600019203,,NO_MATCH,,0
CDR202600019204,,NO_MATCH,,0
CDR202600019205,,NO_MATCH,,0
CDR202600019206,,NO_MATCH,,0
CDR202600019207,,NO_MATCH,,0
CDR202600019208,,NO_MATCH,,0
CDR202600019209,,NO_MATCH,,0
CDR202600019210,,NO_MATCH,,0
CDR202600019211,,NO_MATCH,,0
CDR202600019212,,NO_MATCH,,0
CDR202600019213,,NO_MATCH,,0
CDR202600019214,,NO_MATCH,,0
CDR202600019215,,NO_MATCH,,0
CDR202600019216,,NO_MATCH,,0
CDR202600019217,,NO_MATCH,,0
CDR202600019218,,NO_MATCH,,0
CDR202600019219,,NO_MATCH,,0
CDR202600019220,,NO_MATCH,,0
CDR202600019221,,NO_MATCH,,0
CDR202600019222,,NO_MATCH,,0
CDR202600019223,,NO_MATCH,,0
CDR202600019224,,NO_MATCH,,0
CDR202600019225,IPDR202600015951,PRIMARY_SESSION,-890,1
CDR202600019226,,NO_MATCH,,0
CDR202600019227,,NO_MATCH,,0
CDR202600019228,,NO_MATCH,,0
CDR202600019229,,NO_MATCH,,0
