Transaction_ID,CDR_ID,Relationship_Type,Time_Difference_Seconds,Is_Correlated
ATM2501221BZLL6,,NO_MATCH,,0
TXN25012273ZDPU,,NO_MATCH,,0
TXN250122X30O3D,,NO_MATCH,,0
TXN250122M24SM6,,NO_MATCH,,0
ATM250122E03I06,CDR202600060198,SENDER_OUTGOING_ACTIVITY,-420,1
ATM250122ZGMT71,,NO_MATCH,,0
ATM250122L69WT7,,NO_MATCH,,0
TXN250122OG0IFG,,NO_MATCH,,0
TXN250122IJYCFN,,NO_MATCH,,0
ATM2501223V1KHM,CDR202600014597,RECEIVER_INCOMING_ACTIVITY,425,1
TXN250122LO1IN4,,NO_MATCH,,0
TXN250122TCBLFR,,NO_MATCH,,0
ATM2501229XCBA1,,NO_MATCH,,0
ATM250122IIQSC6,,NO_MATCH,,0
TXN250122YS79C4,,NO_MATCH,,0
ATM250122XTCVN6,,NO_MATCH,,0
ATM250122FBIPXY,,NO_MATCH,,0
TXN250122XE36XT,,NO_MATCH,,0
TXN250122SUGUTS,,NO_MATCH,,0
ATM250122N1O2C7,,NO_MATCH,,0
ATM2501227DXPDG,,NO_MATCH,,0
TXN250123LMWD23,,NO_MATCH,,0
TXN2501233CQML4,,NO_MATCH,,0
ATM25012364S8GF,,NO_MATCH,,0
ATM2501231ETOHG,,NO_MATCH,,0
TXN25012303WXAP,,NO_MATCH,,0
ATM2501234JY1NJ,,NO_MATCH,,0
TXN250123D7M82I,,NO_MATCH,,0
TXN250123MZQVJH,CDR202600014641,RECEIVER_OUTGOING_ACTIVITY,-243,1
TXN250123DPD8PM,,NO_MATCH,,0
ATM250123Z8ETVA,,NO_MATCH,,0
TXN250123JZJ55N,CDR202600014660,SENDER_OUTGOING_ACTIVITY,583,1
TXN250123MOHICX,,NO_MATCH,,0
ATM250123BYISYN,,NO_MATCH,,0
TXN250123QBDJHJ,,NO_MATCH,,0
TXN2501236ZZIMC,,NO_MATCH,,0
TXN250123D3DDLD,,NO_MATCH,,0
TXN2501232XVPX5,,NO_MATCH,,0
TXN250123S5TA75,,NO_MATCH,,0
TXN250123XGI0TX,,NO_MATCH,,0
ATM250123TAVGSH,CDR202600014679,RECEIVER_INCOMING_ACTIVITY,-684,1
TXN250123IF3GLW,,NO_MATCH,,0
ATM2501233RTMSP,,NO_MATCH,,0
TXN250123UJF3HM,,NO_MATCH,,0
TXN2501237EVIHI,,NO_MATCH,,0
ATM250123ON2DT9,,NO_MATCH,,0
ATM250123DTPFWI,,NO_MATCH,,0
ATM250123WWIXHT,,NO_MATCH,,0
TXN250123X3UURR,,NO_MATCH,,0
ATM2501233K99VS,,NO_MATCH,,0
TXN2501234KDAJ8,,NO_MATCH,,0
TXN250123KRZ8V2,,NO_MATCH,,0
TXN250123VA0ZXJ,CDR202600014718,RECEIVER_OUTGOING_ACTIVITY,-644,1
TXN250123BWFAU8,,NO_MATCH,,0
TXN2501238F9E1C,,NO_MATCH,,0
ATM250123OIOXPT,,NO_MATCH,,0
TXN250123M5X5RG,,NO_MATCH,,0
TXN250123VXCEWS,CDR202600014745,SENDER_OUTGOING_ACTIVITY,439,1
TXN2501237FNOAT,,NO_MATCH,,0
TXN2501238SQE14,,NO_MATCH,,0
TXN250123SUZ2PW,,NO_MATCH,,0
TXN250123GEGSUJ,,NO_MATCH,,0
TXN250123NZA82U,,NO_MATCH,,0
TXN250123F111RB,,NO_MATCH,,0
TXN250123CNAF83,,NO_MATCH,,0
TXN250123TL2QZ0,,NO_MATCH,,0
TXN250123OVBPFY,,NO_MATCH,,0
ATM2501236C7Y0P,,NO_MATCH,,0
TXN250123B1HEHM,,NO_MATCH,,0
TXN250123Z1TWL2,,NO_MATCH,,0
TXN250123RE6MNP,,NO_MATCH,,0
TXN250123A686NE,,NO_MATCH,,0
TXN250123K974PQ,CDR202600014761,RECEIVER_INCOMING_ACTIVITY,-254,1
TXN250123QCS148,,NO_MATCH,,0
ATM250123HXQZV0,CDR202600014777,RECEIVER_OUTGOING_ACTIVITY,-839,1
TXN250123V0B6MO,,NO_MATCH,,0
ATM250123G2RGH6,,NO_MATCH,,0
TXN250123ZZLKW5,,NO_MATCH,,0
TXN250123TF5T9I,,NO_MATCH,,0
TXN250123H7S13U,,NO_MATCH,,0
ATM250123187A1Z,,NO_MATCH,,0
ATM250123TOI2N4,CDR202600014811,RECEIVER_OUTGOING_ACTIVITY,208,1
TXN250123KC7ASF,CDR202600014813,RECEIVER_OUTGOING_ACTIVITY,485,1
ATM2501232YD5M8,,NO_MATCH,,0
ATM250123WWDAA1,,NO_MATCH,,0
ATM250123X99NVC,,NO_MATCH,,0
ATM250123WDCBTO,CDR202600014813,SENDER_OUTGOING_ACTIVITY,-44,1
TXN250123BTD3M1,,NO_MATCH,,0
TXN2501237O97JI,CDR202600014818,RECEIVER_INCOMING_ACTIVITY,261,1
TXN250123ZEJ84N,,NO_MATCH,,0
TXN250123DH1GRD,,NO_MATCH,,0
ATM2501236HLY59,,NO_MATCH,,0
TXN250123ATIO1A,,NO_MATCH,,0
TXN2501231F2NCC,,NO_MATCH,,0
ATM250123KB4BB8,,NO_MATCH,,0
TXN250123F25M71,,NO_MATCH,,0
TXN250123QL5D39,,NO_MATCH,,0
TXN2501234KO2A4,,NO_MATCH,,0
ATM2501238WSJW2,,NO_MATCH,,0
TXN2501234CNF6P,,NO_MATCH,,0
TXN2501238PXBTT,,NO_MATCH,,0
TXN250123IJ4XU8,,NO_MATCH,,0
ATM250123D86ORI,,NO_MATCH,,0
TXN25012373STW2,,NO_MATCH,,0
TXN250123S57I3N,,NO_MATCH,,0
TXN2501234I6UCX,,NO_MATCH,,0
TXN250123603VSX,,NO_MATCH,,0
ATM250123ADNVGL,,NO_MATCH,,0
TXN2501234I4Q85,,NO_MATCH,,0
TXN250123Z27YF6,,NO_MATCH,,0
TXN250123V3PYC3,,NO_MATCH,,0
TXN2501233S2MCW,,NO_MATCH,,0
TXN25012360I4K8,,NO_MATCH,,0
TXN250123MQZCI9,,NO_MATCH,,0
TXN250123N4HXPP,,NO_MATCH,,0
ATM250123T26TPH,,NO_MATCH,,0
ATM250123LHBXPY,,NO_MATCH,,0
TXN250123ZT8X53,,NO_MATCH,,0
TXN250123F3J2QX,,NO_MATCH,,0
TXN2501231FJBLU,,NO_MATCH,,0
ATM250123TTR41E,,NO_MATCH,,0
TXN250123MGOF98,CDR202600014905,RECEIVER_OUTGOING_ACTIVITY,717,1
TXN250123JOQM5H,,NO_MATCH,,0
TXN250123W4L42G,,NO_MATCH,,0
TXN250123KN7WON,,NO_MATCH,,0
TXN2501234OA1B1,,NO_MATCH,,0
TXN250123I7ZOZ9,,NO_MATCH,,0
TXN250123DKRT47,,NO_MATCH,,0
TXN25012354ZWDM,,NO_MATCH,,0
TXN250123ZS6V62,,NO_MATCH,,0
ATM250123FUE75N,,NO_MATCH,,0
TXN250123QSLA2I,CDR202600014907,SENDER_INCOMING_ACTIVITY,-248,1
ATM250123LQCYAG,,NO_MATCH,,0
TXN250123PD8MTZ,,NO_MATCH,,0
ATM250123LXGOUT,CDR202600014907,SENDER_OUTGOING_ACTIVITY,-727,1
TXN250123SVY4KT,,NO_MATCH,,0
TXN2501235L0L0O,,NO_MATCH,,0
TXN250123951V6K,,NO_MATCH,,0
ATM250123W6TSVO,CDR202600014923,RECEIVER_INCOMING_ACTIVITY,-503,1
TXN250123LV02OO,,NO_MATCH,,0
ATM2501234PK9BG,,NO_MATCH,,0
TXN2501232868DL,,NO_MATCH,,0
ATM250123UBOOW0,CDR202600014945,SENDER_OUTGOING_ACTIVITY,641,1
TXN250123IKKJDI,CDR202600014952,RECEIVER_INCOMING_ACTIVITY,743,1
TXN250123H3GR8C,,NO_MATCH,,0
ATM250123A9YTXW,CDR202600014945,SENDER_OUTGOING_ACTIVITY,221,1
TXN250123VFFM6L,,NO_MATCH,,0
ATM250123GMLP87,CDR202600014945,SENDER_OUTGOING_ACTIVITY,-199,1
ATM250123BG6YG5,CDR202600014969,SENDER_OUTGOING_ACTIVITY,805,1
ATM2501238X0ZYU,,NO_MATCH,,0
TXN25012350U2I3,CDR202600014945,SENDER_INCOMING_ACTIVITY,-472,1
TXN250123WAJBQW,CDR202600014959,RECEIVER_INCOMING_ACTIVITY,-345,1
TXN250123GXWAVS,,NO_MATCH,,0
TXN250123AVUVYE,,NO_MATCH,,0
TXN2501234DNM9R,CDR202600014962,SENDER_OUTGOING_ACTIVITY,-641,1
ATM250123M8IDP5,CDR202600014963,SENDER_OUTGOING_ACTIVITY,-613,1
TXN2501239BW6V1,,NO_MATCH,,0
ATM250123J1C3PG,CDR202600014986,RECEIVER_OUTGOING_ACTIVITY,258,1
TXN250123IW4UQ7,,NO_MATCH,,0
TXN250123AZW41U,,NO_MATCH,,0
ATM2501238Q9ZRA,,NO_MATCH,,0
ATM250123YHMGSJ,CDR202600014986,RECEIVER_OUTGOING_ACTIVITY,-42,1
TXN250123Q3CTUB,CDR202600060353,SENDER_OUTGOING_ACTIVITY,-780,1
TXN250123G5OS75,,NO_MATCH,,0
ATM250123QTZ3L1,CDR202600014986,RECEIVER_OUTGOING_ACTIVITY,-282,1
TXN2501236N6WQ6,CDR202600060239,SENDER_OUTGOING_ACTIVITY,-60,1
ATM250123M71LBW,,NO_MATCH,,0
ATM250123PGD1R5,,NO_MATCH,,0
ATM2501231RQMI4,,NO_MATCH,,0
ATM2501231YSBJ8,,NO_MATCH,,0
TXN2501231WJJDO,,NO_MATCH,,0
TXN2501237GLFWM,,NO_MATCH,,0
TXN25012385IYG9,,NO_MATCH,,0
ATM2501234TTB2M,CDR202600015023,RECEIVER_INCOMING_ACTIVITY,253,1
TXN2501236MTD81,,NO_MATCH,,0
TXN250123POU8PX,,NO_MATCH,,0
ATM250123MILPIQ,,NO_MATCH,,0
TXN250123IOFNLX,,NO_MATCH,,0
ATM250123BF8WV5,CDR202600015053,RECEIVER_INCOMING_ACTIVITY,528,1
TXN2501238GRVUT,,NO_MATCH,,0
ATM250123GYAF8V,,NO_MATCH,,0
TXN250123GXMH6I,,NO_MATCH,,0
TXN250123DFUXHE,CDR202600015044,RECEIVER_OUTGOING_ACTIVITY,-285,1
TXN250123NKF5ZQ,CDR202600015040,RECEIVER_OUTGOING_ACTIVITY,-573,1
TXN250123PPU2O3,CDR202600015044,RECEIVER_OUTGOING_ACTIVITY,-645,1
TXN250123GL2BTL,,NO_MATCH,,0
ATM250123X1G6K1,,NO_MATCH,,0
ATM250123E5XS2T,,NO_MATCH,,0
TXN250123NIVLJ8,,NO_MATCH,,0
ATM250123IXIK20,,NO_MATCH,,0
ATM250123AAK54S,,NO_MATCH,,0
ATM2501239DTFR3,,NO_MATCH,,0
ATM250123BMAL1Z,CDR202600015065,SENDER_INCOMING_ACTIVITY,527,1
TXN250123I6HOA3,,NO_MATCH,,0
TXN250123ERG91T,,NO_MATCH,,0
TXN2501235M8CW9,,NO_MATCH,,0
TXN250123TALAZK,,NO_MATCH,,0
TXN250123FNHRB5,,NO_MATCH,,0
TXN250123UEG39I,,NO_MATCH,,0
TXN250123LTBHY3,,NO_MATCH,,0
TXN250123ZEQG87,,NO_MATCH,,0
ATM250123N7ZRU6,,NO_MATCH,,0
ATM250123MZ1538,,NO_MATCH,,0
TXN2501237U4THP,CDR202600015084,RECEIVER_INCOMING_ACTIVITY,-27,1
ATM250123FYGIJ5,,NO_MATCH,,0
TXN250123M5NSDH,,NO_MATCH,,0
TXN25012379AF14,CDR202600015083,SENDER_OUTGOING_ACTIVITY,-402,1
ATM250123ZNNEE6,CDR202600015092,RECEIVER_INCOMING_ACTIVITY,200,1
TXN2501238XZ3G9,CDR202600015084,RECEIVER_INCOMING_ACTIVITY,-507,1
ATM250123D9V25Y,,NO_MATCH,,0
TXN250123KDSN2F,,NO_MATCH,,0
ATM2501230SHQ2E,,NO_MATCH,,0
TXN250123JHU6AU,,NO_MATCH,,0
TXN250123YS0LD1,,NO_MATCH,,0
TXN250123CRZE3D,CDR202600015109,RECEIVER_INCOMING_ACTIVITY,-418,1
TXN250123UBCUGS,,NO_MATCH,,0
ATM250123UKAA1X,,NO_MATCH,,0
TXN2501230S5PH5,,NO_MATCH,,0
TXN250123P1X17J,,NO_MATCH,,0
TXN2501233RMY7G,,NO_MATCH,,0
ATM250123NP8T1C,,NO_MATCH,,0
TXN250123SMB18H,,NO_MATCH,,0
TXN250123980H2E,,NO_MATCH,,0
ATM250123V46B64,,NO_MATCH,,0
TXN250123XO23E3,CDR202600015162,SENDER_OUTGOING_ACTIVITY,718,1
TXN250123QU5CCR,,NO_MATCH,,0
TXN2501231CICUZ,,NO_MATCH,,0
TXN250123CNXBJP,,NO_MATCH,,0
ATM250123O2Z8OK,CDR202600015159,SENDER_INCOMING_ACTIVITY,-855,1
TXN25012333OWKA,,NO_MATCH,,0
TXN2501231UCCX4,,NO_MATCH,,0
ATM250123KQ52Q3,,NO_MATCH,,0
TXN250123FO9JDL,CDR202600015193,RECEIVER_INCOMING_ACTIVITY,47,1
TXN2501231ETO5V,,NO_MATCH,,0
TXN25012306XX8Q,,NO_MATCH,,0
TXN250123KIPQK5,,NO_MATCH,,0
TXN250123FK8VFV,,NO_MATCH,,0
ATM250123UWAPR5,,NO_MATCH,,0
TXN25012391CV7J,,NO_MATCH,,0
ATM2501230HB05L,CDR202600015219,SENDER_INCOMING_ACTIVITY,98,1
ATM2501231R1835,,NO_MATCH,,0
TXN250123BNP5NL,,NO_MATCH,,0
TXN250123P3VAHT,,NO_MATCH,,0
TXN250123LUPE2W,CDR202600015218,SENDER_INCOMING_ACTIVITY,-687,1
TXN250123SYUP4Q,,NO_MATCH,,0
TXN25012340VF51,,NO_MATCH,,0
ATM2501236D5F30,,NO_MATCH,,0
ATM250123B6GUPJ,,NO_MATCH,,0
TXN2501230M96XQ,,NO_MATCH,,0
ATM250123Q593VJ,,NO_MATCH,,0
TXN250123GDQXHU,,NO_MATCH,,0
TXN250123Y3XUGT,,NO_MATCH,,0
ATM250123X9P84A,,NO_MATCH,,0
ATM250123CO7QDQ,,NO_MATCH,,0
ATM250123OEDN3J,,NO_MATCH,,0
ATM250123KOO67Q,,NO_MATCH,,0
TXN25012322DEX9,CDR202600015269,SENDER_OUTGOING_ACTIVITY,-596,1
TXN250123N42U2D,CDR202600015272,RECEIVER_INCOMING_ACTIVITY,-65,1
TXN250123JXKDGX,,NO_MATCH,,0
TXN250123V0H4X9,,NO_MATCH,,0
TXN250123DYING8,,NO_MATCH,,0
TXN250123APK3JN,,NO_MATCH,,0
TXN250123R2CZEM,,NO_MATCH,,0
ATM2501235CPAST,,NO_MATCH,,0
TXN250123E6XEDK,,NO_MATCH,,0
TXN250123P6L1AW,,NO_MATCH,,0
ATM2501232VRRMV,,NO_MATCH,,0
TXN2501234BQAPQ,,NO_MATCH,,0
ATM250123FFDUM0,,NO_MATCH,,0
ATM25012355DSZT,,NO_MATCH,,0
ATM250123PTEAHZ,,NO_MATCH,,0
ATM250124LRQDQT,,NO_MATCH,,0
TXN2501241YQWHN,,NO_MATCH,,0
ATM250124M4SL4G,,NO_MATCH,,0
TXN250124BUTBRD,,NO_MATCH,,0
TXN250124OM6AHE,,NO_MATCH,,0
ATM250124WU6CRI,,NO_MATCH,,0
TXN250124RT5XK0,,NO_MATCH,,0
TXN250124OA5C7N,CDR202600015337,SENDER_OUTGOING_ACTIVITY,-282,1
TXN2501244NB0EL,,NO_MATCH,,0
TXN250124BGNUZM,,NO_MATCH,,0
TXN250124IC43UJ,,NO_MATCH,,0
TXN2501240B3X2H,CDR202600015348,SENDER_INCOMING_ACTIVITY,457,1
TXN2501242EJFZ8,,NO_MATCH,,0
ATM250124NNYWRU,,NO_MATCH,,0
ATM250124OO1R1H,,NO_MATCH,,0
ATM250124KH4FKU,,NO_MATCH,,0
TXN250124PJUJD3,,NO_MATCH,,0
TXN2501246VCLP9,,NO_MATCH,,0
TXN250124M3UIG4,,NO_MATCH,,0
TXN250124V9O5DG,,NO_MATCH,,0
ATM2501248PWU9W,,NO_MATCH,,0
TXN2501244S1IP2,,NO_MATCH,,0
TXN2501241I1H2S,,NO_MATCH,,0
TXN250124Z958TC,,NO_MATCH,,0
TXN250124YW4X69,,NO_MATCH,,0
ATM250124OSDNI6,CDR202600015395,RECEIVER_INCOMING_ACTIVITY,141,1
ATM250124NCJF43,,NO_MATCH,,0
ATM250124KLCWKO,CDR202600015395,RECEIVER_INCOMING_ACTIVITY,-21,1
TXN250124BILYB4,,NO_MATCH,,0
TXN250124T43S0C,,NO_MATCH,,0
TXN250124Q5R43D,,NO_MATCH,,0
TXN250124Z0S2R4,,NO_MATCH,,0
TXN250124R7I8WW,CDR202600015402,RECEIVER_OUTGOING_ACTIVITY,-129,1
ATM2501242WKK0V,,NO_MATCH,,0
ATM250124TXA3KX,,NO_MATCH,,0
ATM25012452FIGX,CDR202600015410,SENDER_INCOMING_ACTIVITY,-439,1
TXN250124BJQL2N,CDR202600015419,RECEIVER_INCOMING_ACTIVITY,196,1
ATM250124GLHG77,,NO_MATCH,,0
ATM2501243QX5IO,,NO_MATCH,,0
TXN250124XNH8A9,,NO_MATCH,,0
ATM2501241FZBZZ,CDR202600015435,RECEIVER_INCOMING_ACTIVITY,317,1
TXN250124VJN0ZS,CDR202600015432,SENDER_OUTGOING_ACTIVITY,-451,1
TXN250124QPJO60,,NO_MATCH,,0
ATM25012413CV6O,,NO_MATCH,,0
ATM250124QO3KRP,,NO_MATCH,,0
TXN250124LYCOGL,,NO_MATCH,,0
ATM25012452T3NP,,NO_MATCH,,0
ATM25012445XKMC,,NO_MATCH,,0
TXN2501246VTUQE,,NO_MATCH,,0
TXN250124URZJ4W,,NO_MATCH,,0
ATM250124YW8WTE,,NO_MATCH,,0
ATM250124RIIS6L,,NO_MATCH,,0
ATM2501242SIHXO,,NO_MATCH,,0
ATM25012432UWN2,,NO_MATCH,,0
TXN250124I2HDSI,CDR202600015476,RECEIVER_OUTGOING_ACTIVITY,234,1
ATM250124BWAW8Q,,NO_MATCH,,0
ATM25012479OZVD,,NO_MATCH,,0
TXN25012460NL9F,,NO_MATCH,,0
TXN2501245G44YU,CDR202600015481,SENDER_INCOMING_ACTIVITY,-11,1
TXN2501249PTTO8,CDR202600015482,SENDER_INCOMING_ACTIVITY,-51,1
ATM250124ZSOEAO,,NO_MATCH,,0
TXN250124IEHK56,CDR202600015489,SENDER_OUTGOING_ACTIVITY,-284,1
TXN250124TOI5TS,,NO_MATCH,,0
TXN2501246EXCNN,,NO_MATCH,,0
TXN2501246TPS7U,,NO_MATCH,,0
ATM2501248XF4IU,,NO_MATCH,,0
ATM250124N14HU5,,NO_MATCH,,0
ATM250124GDJN9Z,,NO_MATCH,,0
ATM25012421ZPBL,,NO_MATCH,,0
TXN25012478JP7D,,NO_MATCH,,0
ATM250124JS2NP9,CDR202600015511,SENDER_INCOMING_ACTIVITY,-565,1
TXN250124J705TT,,NO_MATCH,,0
TXN250124LP0WCC,,NO_MATCH,,0
TXN250124794OCP,,NO_MATCH,,0
ATM250124QACFL7,,NO_MATCH,,0
ATM250124RW9KX0,CDR202600015521,RECEIVER_INCOMING_ACTIVITY,-244,1
TXN250124S3U8T9,,NO_MATCH,,0
TXN250124NYCJ49,,NO_MATCH,,0
TXN250124SQRWZ2,CDR202600015535,RECEIVER_OUTGOING_ACTIVITY,53,1
TXN250124YLJM7M,CDR202600015521,SENDER_OUTGOING_ACTIVITY,-768,1
TXN2501248VYBNL,,NO_MATCH,,0
ATM2501245J57DS,,NO_MATCH,,0
ATM250124B92HYE,,NO_MATCH,,0
ATM250124SDBSYX,,NO_MATCH,,0
TXN250124PYEMAL,,NO_MATCH,,0
TXN250124O5ULEX,,NO_MATCH,,0
TXN250124EE8KYB,,NO_MATCH,,0
ATM250124VUOF9O,,NO_MATCH,,0
ATM250124R128B0,,NO_MATCH,,0
ATM250124G8LPBN,,NO_MATCH,,0
TXN250124HL5EO1,,NO_MATCH,,0
ATM2501249AJZ4X,,NO_MATCH,,0
ATM2501248UWNJA,,NO_MATCH,,0
TXN250124UTLNUG,,NO_MATCH,,0
ATM250124DOWBEF,,NO_MATCH,,0
ATM2501241I8JSB,,NO_MATCH,,0
ATM2501248XQ6QY,,NO_MATCH,,0
TXN250124PQ53QC,,NO_MATCH,,0
TXN250124GA9K22,,NO_MATCH,,0
TXN2501242JOTEB,,NO_MATCH,,0
ATM2501246X7H5L,,NO_MATCH,,0
TXN250124WIKPZS,,NO_MATCH,,0
TXN2501248UQU6P,,NO_MATCH,,0
ATM250124J8O7R7,,NO_MATCH,,0
TXN250124ZTIP38,,NO_MATCH,,0
ATM250124D8CRJG,,NO_MATCH,,0
ATM250124OVPWO1,,NO_MATCH,,0
TXN250124Z0Z0R6,,NO_MATCH,,0
ATM250124ZKWM4U,,NO_MATCH,,0
ATM2501243NELJ2,,NO_MATCH,,0
ATM250124AQJNOI,CDR202600015607,RECEIVER_INCOMING_ACTIVITY,725,1
TXN250124A59AZ6,CDR202600015601,SENDER_INCOMING_ACTIVITY,-162,1
ATM2501248Z2UMS,CDR202600015607,RECEIVER_INCOMING_ACTIVITY,305,1
ATM250124SP5FRS,CDR202600015607,SENDER_OUTGOING_ACTIVITY,300,1
TXN2501242CKNNO,,NO_MATCH,,0
TXN250124I5XYHS,,NO_MATCH,,0
TXN250124FIAHNG,,NO_MATCH,,0
ATM2501248DB1AQ,CDR202600015615,SENDER_OUTGOING_ACTIVITY,32,1
TXN250124LMYX85,,NO_MATCH,,0
TXN250124OPQV5G,CDR202600060568,SENDER_OUTGOING_ACTIVITY,-233,1
TXN250124QH0K5F,CDR202600060568,SENDER_OUTGOING_ACTIVITY,-240,1
TXN250124Z4OYSJ,,NO_MATCH,,0
TXN250124X6EBET,,NO_MATCH,,0
TXN25012439HF0N,CDR202600015633,RECEIVER_OUTGOING_ACTIVITY,199,1
ATM2501248AO2CL,,NO_MATCH,,0
TXN250124FPNEOK,,NO_MATCH,,0
TXN250124REYMB5,,NO_MATCH,,0
ATM250124R0PTSM,,NO_MATCH,,0
ATM2501246UNVO9,,NO_MATCH,,0
TXN250124VAYQN8,CDR202600015661,RECEIVER_OUTGOING_ACTIVITY,446,1
ATM250124Q0TLXP,,NO_MATCH,,0
ATM2501245NRZ2W,CDR202600015644,RECEIVER_INCOMING_ACTIVITY,-660,1
TXN250124YC8GKT,,NO_MATCH,,0
ATM250124O1VRLM,,NO_MATCH,,0
ATM250124XM6V8W,,NO_MATCH,,0
TXN25012480LRXP,CDR202600015661,SENDER_OUTGOING_ACTIVITY,-712,1
TXN2501245VPOPY,CDR202600015666,RECEIVER_OUTGOING_ACTIVITY,-463,1
ATM250124GX51JE,,NO_MATCH,,0
ATM250124BU7NK6,CDR202600015671,SENDER_OUTGOING_ACTIVITY,-318,1
ATM2501240194Y8,CDR202600015676,RECEIVER_OUTGOING_ACTIVITY,-87,1
TXN2501243P0IK3,CDR202600015670,RECEIVER_INCOMING_ACTIVITY,-784,1
TXN250124INO5QN,,NO_MATCH,,0
TXN250124Q1NMUW,,NO_MATCH,,0
TXN2501243F0GYP,,NO_MATCH,,0
TXN250124XH3OZN,,NO_MATCH,,0
TXN250124J6BJK5,,NO_MATCH,,0
TXN250124A2345J,CDR202600015704,RECEIVER_OUTGOING_ACTIVITY,-609,1
TXN250124045209,,NO_MATCH,,0
TXN2501242C0463,,NO_MATCH,,0
TXN250124I6RS7F,,NO_MATCH,,0
TXN250124LVV9FU,,NO_MATCH,,0
TXN250124R04P3X,,NO_MATCH,,0
ATM250124AICKB4,,NO_MATCH,,0
ATM2501241F549H,,NO_MATCH,,0
TXN250124NFW0HE,CDR202600015726,SENDER_OUTGOING_ACTIVITY,30,1
TXN2501246OGTE1,,NO_MATCH,,0
TXN2501242YV4FE,CDR202600015734,SENDER_OUTGOING_ACTIVITY,492,1
TXN250124UBZXAJ,,NO_MATCH,,0
TXN250124AHG1CG,,NO_MATCH,,0
TXN250124OFR52Z,,NO_MATCH,,0
TXN250124XDS8VS,,NO_MATCH,,0
ATM250124TGYK0N,,NO_MATCH,,0
TXN250124PWVW4P,CDR202600015745,RECEIVER_INCOMING_ACTIVITY,71,1
TXN250124PAZW8I,,NO_MATCH,,0
ATM250124UZH3TW,,NO_MATCH,,0
ATM250124QCRHC0,,NO_MATCH,,0
TXN250124J2PPD6,CDR202600015767,RECEIVER_INCOMING_ACTIVITY,878,1
TXN250124GFZH51,,NO_MATCH,,0
TXN250124EV6059,,NO_MATCH,,0
ATM250124H5ZJ5W,,NO_MATCH,,0
TXN250124XFPAXM,,NO_MATCH,,0
ATM250124GZXQ70,,NO_MATCH,,0
TXN2501245Y767T,,NO_MATCH,,0
TXN250124TOCK1T,CDR202600015763,SENDER_INCOMING_ACTIVITY,251,1
TXN250124F6VSAR,,NO_MATCH,,0
TXN250124E92LSK,,NO_MATCH,,0
TXN250124Q2T3PT,CDR202600015773,SENDER_OUTGOING_ACTIVITY,-61,1
ATM250124QABCZW,,NO_MATCH,,0
TXN250124ZEPXEN,,NO_MATCH,,0
TXN2501249U1X4G,CDR202600015786,RECEIVER_OUTGOING_ACTIVITY,653,1
TXN250124E0SSTE,,NO_MATCH,,0
ATM2501246KITUN,,NO_MATCH,,0
ATM250124LDBEG9,,NO_MATCH,,0
TXN250124DF0E65,,NO_MATCH,,0
TXN2501244XLEE8,CDR202600015783,RECEIVER_OUTGOING_ACTIVITY,-220,1
ATM250124PQA0FL,,NO_MATCH,,0
ATM250124036B20,,NO_MATCH,,0
ATM250124VGHES4,CDR202600015792,RECEIVER_INCOMING_ACTIVITY,-155,1
ATM250124CWJMS9,,NO_MATCH,,0
TXN250124W5J1MU,,NO_MATCH,,0
TXN2501245I1YSC,CDR202600060049,SENDER_OUTGOING_ACTIVITY,-660,1
TXN2501240I0ERP,,NO_MATCH,,0
TXN250124I2BC71,,NO_MATCH,,0
TXN2501242PCII6,,NO_MATCH,,0
ATM2501243UY5DW,,NO_MATCH,,0
TXN2501243Q822D,CDR202600015821,RECEIVER_OUTGOING_ACTIVITY,802,1
ATM250124JFL5HE,,NO_MATCH,,0
TXN250124YIE09D,,NO_MATCH,,0
ATM250124EZJRLX,,NO_MATCH,,0
TXN250124ACNHPC,,NO_MATCH,,0
TXN2501247W8HVG,,NO_MATCH,,0
TXN250124I7E0UI,,NO_MATCH,,0
TXN250124OOEZKM,,NO_MATCH,,0
ATM25012458O9YS,,NO_MATCH,,0
ATM250124NR117A,,NO_MATCH,,0
TXN250124VVCN0Z,,NO_MATCH,,0
ATM250124W8TH90,,NO_MATCH,,0
TXN250124E16UQJ,,NO_MATCH,,0
ATM250124M0VUBM,,NO_MATCH,,0
TXN250124YZGS2N,,NO_MATCH,,0
ATM2501241XV1AD,CDR202600015868,SENDER_OUTGOING_ACTIVITY,702,1
TXN250124G14DNQ,,NO_MATCH,,0
TXN250124FKYMBJ,,NO_MATCH,,0
TXN2501246OTVB5,,NO_MATCH,,0
ATM2501240GGU6Z,,NO_MATCH,,0
TXN25012435WO5W,,NO_MATCH,,0
TXN250124ZPP9ND,,NO_MATCH,,0
ATM250124R6ZRGX,,NO_MATCH,,0
TXN2501242P7TAV,,NO_MATCH,,0
ATM250124DJSHS2,,NO_MATCH,,0
TXN250124ONPIXC,,NO_MATCH,,0
TXN250124D6CHH4,,NO_MATCH,,0
ATM2501246AJJSM,,NO_MATCH,,0
ATM2501245WC5GE,,NO_MATCH,,0
TXN250124JZOMWL,,NO_MATCH,,0
TXN250124BMCDNP,,NO_MATCH,,0
TXN250124IN715R,,NO_MATCH,,0
TXN250124ZSA0Z4,CDR202600015914,RECEIVER_OUTGOING_ACTIVITY,-39,1
TXN250124D500LH,,NO_MATCH,,0
TXN250124BN24GH,,NO_MATCH,,0
