Anomaly_ID,Customer_ID,Transaction_ID,CDR_IDs,IPDR_IDs,Scenario_Type,Difficulty,Source_Scope,Bank_Anomaly,CDR_Anomaly,IPDR_Anomaly,Amount_Anomaly,Time_Anomaly,Beneficiary_Anomaly,Velocity_Anomaly,Call_Anomaly,Device_Anomaly,Location_Anomaly,Network_Anomaly,Injected_Signals,Is_Suspicious
ANOM000122,100000297,TXN250202YJGLEQ,,,AMOUNT_VELOCITY_SPIKE,EASY,BANK_ONLY,1,0,0,1,0,0,1,0,0,0,0,Amount;Velocity,1
ANOM000123,100000245,ATM2501012C89WO,,,TRANSACTION_BURST,HARD,BANK_ONLY,1,0,0,0,0,0,1,0,0,0,0,Velocity,1
ANOM000124,100000373,ATM250122ARCE55,,,NEW_BENEFICIARY,HARD,BANK_ONLY,1,0,0,0,0,1,0,0,0,0,0,Beneficiary,1
ANOM000125,100000069,TXN250203HPWPH9,,,AMOUNT_PLUS_NEW_BENEFICIARY,MEDIUM,BANK_ONLY,1,0,0,1,0,1,0,0,0,0,0,Amount;Beneficiary,1
ANOM000126,100000267,TXN250330DEL992,CDR202600060096,,UNUSUAL_CALL_BEFORE_TRANSACTION,MEDIUM,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000127,100000006,ATM2503041BOMO1,CDR202600060097,,CALL_THEN_HIGH_VALUE_TRANSFER,MEDIUM,BANK_CDR,1,1,0,1,0,0,0,1,0,0,0,Amount;Call,1
ANOM000128,100000124,TXN250327VWL6ZB,CDR202600060098,,CALL_THEN_NEW_BENEFICIARY,HARD,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Beneficiary;Call,1
ANOM000129,100000019,TXN250224TFUFAK,CDR202600060099;CDR202600060100;CDR202600060101;CDR202600060102;CDR202600060103;CDR202600060104;CDR202600060105,,REPEATED_CALLS_BEFORE_TRANSACTION,EASY,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000130,100000283,TXN250209KMNE6K,,IPDR202600050193;IPDR202600050194;IPDR202600050195;IPDR202600050196;IPDR202600050197;IPDR202600050198;IPDR202600050199;IPDR202600050200;IPDR202600050201;IPDR202600050202;IPDR202600050203;IPDR202600050204;IPDR202600050205;IPDR202600050206;IPDR202600050207;IPDR202600050208;IPDR202600050209;IPDR202600050210;IPDR202600050211;IPDR202600050212;IPDR202600050213;IPDR202600050214;IPDR202600050215;IPDR202600050216,NETWORK_SESSION_BURST_AROUND_TRANSACTION,MEDIUM,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM000131,100000300,ATM250312Q3YOOA,CDR202600060106,IPDR202600050217,UNUSUAL_LOCATION_CONTEXT,MEDIUM,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM000132,100000322,ATM250116VQ64QE,CDR202600060107,IPDR202600050218,NEW_DEVICE_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM000133,100000015,TXN250305M1TOCL,CDR202600060108,,IMSI_IMEI_PAIR_NOVELTY,HARD,BANK_CDR,0,1,0,0,0,0,0,0,1,0,0,Device,1
ANOM000134,100000251,ATM250330XEQ1D3,CDR202600060109,IPDR202600050219;IPDR202600050220;IPDR202600050221;IPDR202600050222;IPDR202600050223;IPDR202600050224;IPDR202600050225,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,MEDIUM,BANK_CDR_IPDR,1,1,1,1,0,0,0,1,0,0,1,Amount;Call;Network,1
ANOM000135,100000261,ATM250118UYBHL7,,,ODD_HOUR_TRANSACTION,MEDIUM,BANK_ONLY,1,0,0,0,1,0,0,0,0,0,0,Time,1
ANOM000136,100000067,TXN250314PXA56D,,,CUSTOMER_RELATIVE_AMOUNT_SPIKE,HARD,BANK_ONLY,1,0,0,1,0,0,0,0,0,0,0,Amount,1
ANOM000137,100000262,TXN250114YAQXJZ,,,AMOUNT_VELOCITY_SPIKE,EASY,BANK_ONLY,1,0,0,1,0,0,1,0,0,0,0,Amount;Velocity,1
ANOM000138,100000185,TXN2503138H1IGE,,,TRANSACTION_BURST,MEDIUM,BANK_ONLY,1,0,0,0,0,0,1,0,0,0,0,Velocity,1
ANOM000139,100000163,TXN250301815SG1,,,NEW_BENEFICIARY,HARD,BANK_ONLY,1,0,0,0,0,1,0,0,0,0,0,Beneficiary,1
ANOM000140,100000041,TXN250312YTFKKA,,,AMOUNT_PLUS_NEW_BENEFICIARY,HARD,BANK_ONLY,1,0,0,1,0,1,0,0,0,0,0,Amount;Beneficiary,1
ANOM000141,100000146,ATM2503113TRZEE,CDR202600060110,,UNUSUAL_CALL_BEFORE_TRANSACTION,HARD,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000142,100000155,TXN250303X0THMI,CDR202600060111,,CALL_THEN_HIGH_VALUE_TRANSFER,EASY,BANK_CDR,1,1,0,1,0,0,0,1,0,0,0,Amount;Call,1
ANOM000143,100000021,TXN250315XSAOW5,CDR202600060112,,CALL_THEN_NEW_BENEFICIARY,MEDIUM,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Beneficiary;Call,1
ANOM000144,100000299,TXN2502222HE5S5,CDR202600060113;CDR202600060114;CDR202600060115;CDR202600060116,,REPEATED_CALLS_BEFORE_TRANSACTION,HARD,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000145,100000018,TXN2503036HTCPW,,IPDR202600050226;IPDR202600050227;IPDR202600050228;IPDR202600050229;IPDR202600050230;IPDR202600050231;IPDR202600050232;IPDR202600050233;IPDR202600050234;IPDR202600050235,NETWORK_SESSION_BURST_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM000146,100000042,TXN250111NEN7FG,CDR202600060117,IPDR202600050236,UNUSUAL_LOCATION_CONTEXT,MEDIUM,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM000147,100000226,ATM250326L9SNIK,CDR202600060118,IPDR202600050237,NEW_DEVICE_AROUND_TRANSACTION,MEDIUM,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM000148,100000234,TXN250319024YOM,CDR202600060119,,IMSI_IMEI_PAIR_NOVELTY,HARD,BANK_CDR,0,1,0,0,0,0,0,0,1,0,0,Device,1
ANOM000149,100000178,TXN250115Y79L9N,CDR202600060120,IPDR202600050238;IPDR202600050239;IPDR202600050240;IPDR202600050241;IPDR202600050242;IPDR202600050243;IPDR202600050244,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,HARD,BANK_CDR_IPDR,1,1,1,1,0,0,0,1,0,0,1,Amount;Call;Network,1
ANOM000150,100000013,TXN250110KXMLDR,,,ODD_HOUR_TRANSACTION,MEDIUM,BANK_ONLY,1,0,0,0,1,0,0,0,0,0,0,Time,1
ANOM000151,100000011,TXN250107SFIKSV,,,CUSTOMER_RELATIVE_AMOUNT_SPIKE,EASY,BANK_ONLY,1,0,0,1,0,0,0,0,0,0,0,Amount,1
ANOM000152,100000287,TXN250314VCN3SG,,,AMOUNT_VELOCITY_SPIKE,MEDIUM,BANK_ONLY,1,0,0,1,0,0,1,0,0,0,0,Amount;Velocity,1
ANOM000153,100000040,TXN250119ROZT4B,,,TRANSACTION_BURST,EASY,BANK_ONLY,1,0,0,0,0,0,1,0,0,0,0,Velocity,1
ANOM000154,100000394,ATM250101NZIVQ4,,,NEW_BENEFICIARY,MEDIUM,BANK_ONLY,1,0,0,0,0,1,0,0,0,0,0,Beneficiary,1
ANOM000155,100000375,ATM250309FUMGBH,,,AMOUNT_PLUS_NEW_BENEFICIARY,MEDIUM,BANK_ONLY,1,0,0,1,0,1,0,0,0,0,0,Amount;Beneficiary,1
ANOM000156,100000332,TXN250126BDFCIZ,CDR202600060121,,UNUSUAL_CALL_BEFORE_TRANSACTION,MEDIUM,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000157,100000381,TXN250312YN2XB8,CDR202600060122,,CALL_THEN_HIGH_VALUE_TRANSFER,HARD,BANK_CDR,1,1,0,1,0,0,0,1,0,0,0,Amount;Call,1
ANOM000158,100000202,ATM250102D3LXIZ,CDR202600060123,,CALL_THEN_NEW_BENEFICIARY,EASY,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Beneficiary;Call,1
ANOM000159,100000017,ATM25021465EW3P,CDR202600060124;CDR202600060125;CDR202600060126,,REPEATED_CALLS_BEFORE_TRANSACTION,HARD,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000160,100000063,ATM250327O3NX4X,,IPDR202600050245;IPDR202600050246;IPDR202600050247;IPDR202600050248;IPDR202600050249;IPDR202600050250;IPDR202600050251;IPDR202600050252;IPDR202600050253;IPDR202600050254;IPDR202600050255;IPDR202600050256;IPDR202600050257;IPDR202600050258,NETWORK_SESSION_BURST_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM000161,100000050,TXN250212JU2T0U,CDR202600060127,IPDR202600050259,UNUSUAL_LOCATION_CONTEXT,EASY,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM000162,100000111,TXN250222X39GYB,CDR202600060128,IPDR202600050260,NEW_DEVICE_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM000163,100000082,TXN25022398Z8MQ,CDR202600060129,,IMSI_IMEI_PAIR_NOVELTY,EASY,BANK_CDR,0,1,0,0,0,0,0,0,1,0,0,Device,1
ANOM000164,100000218,TXN250324HZSY6U,CDR202600060130,IPDR202600050261;IPDR202600050262;IPDR202600050263;IPDR202600050264;IPDR202600050265;IPDR202600050266,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,MEDIUM,BANK_CDR_IPDR,1,1,1,1,0,0,0,1,0,0,1,Amount;Call;Network,1
ANOM000165,100000306,TXN250104AQXIM0,,,ODD_HOUR_TRANSACTION,MEDIUM,BANK_ONLY,1,0,0,0,1,0,0,0,0,0,0,Time,1
ANOM000166,100000227,ATM250126SVFNYZ,,,CUSTOMER_RELATIVE_AMOUNT_SPIKE,EASY,BANK_ONLY,1,0,0,1,0,0,0,0,0,0,0,Amount,1
ANOM000167,100000312,TXN250201NJ089C,,,AMOUNT_VELOCITY_SPIKE,EASY,BANK_ONLY,1,0,0,1,0,0,1,0,0,0,0,Amount;Velocity,1
ANOM000168,100000295,TXN2502105C4I4L,,,TRANSACTION_BURST,MEDIUM,BANK_ONLY,1,0,0,0,0,0,1,0,0,0,0,Velocity,1
ANOM000169,100000153,ATM250304NCUWRV,,,NEW_BENEFICIARY,MEDIUM,BANK_ONLY,1,0,0,0,0,1,0,0,0,0,0,Beneficiary,1
ANOM000170,100000242,ATM250103MRTER1,,,AMOUNT_PLUS_NEW_BENEFICIARY,HARD,BANK_ONLY,1,0,0,1,0,1,0,0,0,0,0,Amount;Beneficiary,1
ANOM000171,100000090,TXN2501048W4NMN,CDR202600060131,,UNUSUAL_CALL_BEFORE_TRANSACTION,EASY,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000172,100000304,ATM250322PAYF3D,CDR202600060132,,CALL_THEN_HIGH_VALUE_TRANSFER,MEDIUM,BANK_CDR,1,1,0,1,0,0,0,1,0,0,0,Amount;Call,1
ANOM000173,100000078,TXN25011266QHAY,CDR202600060133,,CALL_THEN_NEW_BENEFICIARY,EASY,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Beneficiary;Call,1
ANOM000174,100000390,ATM250217J6DCXP,CDR202600060134;CDR202600060135;CDR202600060136,,REPEATED_CALLS_BEFORE_TRANSACTION,HARD,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000175,100000164,TXN250330LSC1DX,,IPDR202600050267;IPDR202600050268;IPDR202600050269;IPDR202600050270;IPDR202600050271;IPDR202600050272;IPDR202600050273;IPDR202600050274;IPDR202600050275;IPDR202600050276;IPDR202600050277;IPDR202600050278;IPDR202600050279;IPDR202600050280;IPDR202600050281;IPDR202600050282;IPDR202600050283,NETWORK_SESSION_BURST_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM000176,100000178,ATM2501145P854Q,CDR202600060137,IPDR202600050284,UNUSUAL_LOCATION_CONTEXT,MEDIUM,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM000177,100000200,ATM250306064NMM,CDR202600060138,IPDR202600050285,NEW_DEVICE_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM000178,100000236,TXN25012092MY4E,CDR202600060139,,IMSI_IMEI_PAIR_NOVELTY,HARD,BANK_CDR,0,1,0,0,0,0,0,0,1,0,0,Device,1
ANOM000179,100000342,ATM250301CT59FX,CDR202600060140,IPDR202600050286;IPDR202600050287;IPDR202600050288;IPDR202600050289,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,EASY,BANK_CDR_IPDR,1,1,1,1,0,0,0,1,0,0,1,Amount;Call;Network,1
ANOM000180,100000214,TXN250125N0AOTD,,,ODD_HOUR_TRANSACTION,HARD,BANK_ONLY,1,0,0,0,1,0,0,0,0,0,0,Time,1
ANOM000181,100000068,TXN2503312FALJ8,,,CUSTOMER_RELATIVE_AMOUNT_SPIKE,MEDIUM,BANK_ONLY,1,0,0,1,0,0,0,0,0,0,0,Amount,1
ANOM000182,100000145,ATM250203IZ6Q0R,,,AMOUNT_VELOCITY_SPIKE,MEDIUM,BANK_ONLY,1,0,0,1,0,0,1,0,0,0,0,Amount;Velocity,1
ANOM000183,100000175,TXN250302UE9HTL,,,TRANSACTION_BURST,MEDIUM,BANK_ONLY,1,0,0,0,0,0,1,0,0,0,0,Velocity,1
ANOM000184,100000297,ATM2502055LT3UK,,,NEW_BENEFICIARY,HARD,BANK_ONLY,1,0,0,0,0,1,0,0,0,0,0,Beneficiary,1
ANOM000185,100000072,ATM250210IHI2MM,,,AMOUNT_PLUS_NEW_BENEFICIARY,HARD,BANK_ONLY,1,0,0,1,0,1,0,0,0,0,0,Amount;Beneficiary,1
ANOM000186,100000054,TXN250314T156C3,CDR202600060141,,UNUSUAL_CALL_BEFORE_TRANSACTION,EASY,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000187,100000068,ATM25020995SA6J,CDR202600060142,,CALL_THEN_HIGH_VALUE_TRANSFER,HARD,BANK_CDR,1,1,0,1,0,0,0,1,0,0,0,Amount;Call,1
ANOM000188,100000355,TXN250219T95KLY,CDR202600060143,,CALL_THEN_NEW_BENEFICIARY,HARD,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Beneficiary;Call,1
ANOM000189,100000310,ATM250206MSI3Z6,CDR202600060144;CDR202600060145;CDR202600060146;CDR202600060147,,REPEATED_CALLS_BEFORE_TRANSACTION,HARD,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000190,100000194,ATM250206C7GNV2,,IPDR202600050290;IPDR202600050291;IPDR202600050292;IPDR202600050293;IPDR202600050294;IPDR202600050295;IPDR202600050296;IPDR202600050297;IPDR202600050298;IPDR202600050299;IPDR202600050300,NETWORK_SESSION_BURST_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM000191,100000142,ATM250307YRXX5M,CDR202600060148,IPDR202600050301,UNUSUAL_LOCATION_CONTEXT,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM000192,100000335,ATM250116IOA1KN,CDR202600060149,IPDR202600050302,NEW_DEVICE_AROUND_TRANSACTION,MEDIUM,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM000193,100000069,ATM250112EQ78XX,CDR202600060150,,IMSI_IMEI_PAIR_NOVELTY,MEDIUM,BANK_CDR,0,1,0,0,0,0,0,0,1,0,0,Device,1
ANOM000194,100000064,TXN2501083DL7YV,CDR202600060151,IPDR202600050303;IPDR202600050304;IPDR202600050305;IPDR202600050306;IPDR202600050307;IPDR202600050308,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,EASY,BANK_CDR_IPDR,1,1,1,1,0,0,0,1,0,0,1,Amount;Call;Network,1
ANOM000195,100000066,TXN250129O0L62Q,,,ODD_HOUR_TRANSACTION,MEDIUM,BANK_ONLY,1,0,0,0,1,0,0,0,0,0,0,Time,1
ANOM000196,100000325,ATM250328V4XCGF,,,CUSTOMER_RELATIVE_AMOUNT_SPIKE,HARD,BANK_ONLY,1,0,0,1,0,0,0,0,0,0,0,Amount,1
ANOM000197,100000021,TXN250317MWR5K4,,,AMOUNT_VELOCITY_SPIKE,EASY,BANK_ONLY,1,0,0,1,0,0,1,0,0,0,0,Amount;Velocity,1
ANOM000198,100000139,TXN250114890GF4,,,TRANSACTION_BURST,EASY,BANK_ONLY,1,0,0,0,0,0,1,0,0,0,0,Velocity,1
ANOM000199,100000163,TXN2503082CDVKJ,,,NEW_BENEFICIARY,MEDIUM,BANK_ONLY,1,0,0,0,0,1,0,0,0,0,0,Beneficiary,1
ANOM000200,100000231,TXN25031187WEJB,,,AMOUNT_PLUS_NEW_BENEFICIARY,EASY,BANK_ONLY,1,0,0,1,0,1,0,0,0,0,0,Amount;Beneficiary,1
ANOM000201,100000161,TXN250202UJU4GC,CDR202600060152,,UNUSUAL_CALL_BEFORE_TRANSACTION,MEDIUM,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000202,100000056,TXN250328MO277V,CDR202600060153,,CALL_THEN_HIGH_VALUE_TRANSFER,MEDIUM,BANK_CDR,1,1,0,1,0,0,0,1,0,0,0,Amount;Call,1
ANOM000203,100000318,TXN2501182ODFEW,CDR202600060154,,CALL_THEN_NEW_BENEFICIARY,EASY,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Beneficiary;Call,1
ANOM000204,100000186,TXN250302PIGPXG,CDR202600060155;CDR202600060156;CDR202600060157;CDR202600060158,,REPEATED_CALLS_BEFORE_TRANSACTION,HARD,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000205,100000094,TXN250209MKCRPR,,IPDR202600050309;IPDR202600050310;IPDR202600050311;IPDR202600050312;IPDR202600050313;IPDR202600050314;IPDR202600050315;IPDR202600050316;IPDR202600050317;IPDR202600050318;IPDR202600050319;IPDR202600050320;IPDR202600050321;IPDR202600050322;IPDR202600050323;IPDR202600050324;IPDR202600050325;IPDR202600050326;IPDR202600050327;IPDR202600050328;IPDR202600050329;IPDR202600050330;IPDR202600050331;IPDR202600050332;IPDR202600050333;IPDR202600050334;IPDR202600050335;IPDR202600050336;IPDR202600050337;IPDR202600050338;IPDR202600050339;IPDR202600050340,NETWORK_SESSION_BURST_AROUND_TRANSACTION,EASY,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM000206,100000312,ATM2503316K2JRP,CDR202600060159,IPDR202600050341,UNUSUAL_LOCATION_CONTEXT,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM000207,100000062,TXN2501094MJSWV,CDR202600060160,IPDR202600050342,NEW_DEVICE_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM000208,100000380,ATM250114YQSX1J,CDR202600060161,,IMSI_IMEI_PAIR_NOVELTY,MEDIUM,BANK_CDR,0,1,0,0,0,0,0,0,1,0,0,Device,1
ANOM000209,100000106,TXN250115TBTVWC,CDR202600060162,IPDR202600050343;IPDR202600050344;IPDR202600050345;IPDR202600050346;IPDR202600050347;IPDR202600050348,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,EASY,BANK_CDR_IPDR,1,1,1,1,0,0,0,1,0,0,1,Amount;Call;Network,1
ANOM000210,100000156,TXN250331S9RPLM,,,ODD_HOUR_TRANSACTION,MEDIUM,BANK_ONLY,1,0,0,0,1,0,0,0,0,0,0,Time,1
ANOM000211,100000178,TXN250217BOPSFY,,,CUSTOMER_RELATIVE_AMOUNT_SPIKE,MEDIUM,BANK_ONLY,1,0,0,1,0,0,0,0,0,0,0,Amount,1
ANOM000212,100000204,TXN250312PMR44B,,,AMOUNT_VELOCITY_SPIKE,EASY,BANK_ONLY,1,0,0,1,0,0,1,0,0,0,0,Amount;Velocity,1
ANOM000213,100000062,TXN250221K4OF0K,,,TRANSACTION_BURST,HARD,BANK_ONLY,1,0,0,0,0,0,1,0,0,0,0,Velocity,1
ANOM000214,100000006,TXN250103LKZ4SM,,,NEW_BENEFICIARY,EASY,BANK_ONLY,1,0,0,0,0,1,0,0,0,0,0,Beneficiary,1
ANOM000215,100000014,ATM250327NAII1Y,,,AMOUNT_PLUS_NEW_BENEFICIARY,HARD,BANK_ONLY,1,0,0,1,0,1,0,0,0,0,0,Amount;Beneficiary,1
ANOM000216,100000232,ATM250328N6KXDF,CDR202600060163,,UNUSUAL_CALL_BEFORE_TRANSACTION,MEDIUM,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000217,100000228,ATM25031682FYJ1,CDR202600060164,,CALL_THEN_HIGH_VALUE_TRANSFER,HARD,BANK_CDR,1,1,0,1,0,0,0,1,0,0,0,Amount;Call,1
ANOM000218,100000320,ATM250116ZSKDZ7,CDR202600060165,,CALL_THEN_NEW_BENEFICIARY,EASY,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Beneficiary;Call,1
ANOM000219,100000245,TXN250329RMTNBR,CDR202600060166;CDR202600060167;CDR202600060168;CDR202600060169,,REPEATED_CALLS_BEFORE_TRANSACTION,MEDIUM,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000220,100000185,TXN25011773C8O8,,IPDR202600050349;IPDR202600050350;IPDR202600050351;IPDR202600050352;IPDR202600050353;IPDR202600050354;IPDR202600050355;IPDR202600050356;IPDR202600050357;IPDR202600050358;IPDR202600050359;IPDR202600050360;IPDR202600050361;IPDR202600050362;IPDR202600050363;IPDR202600050364;IPDR202600050365;IPDR202600050366;IPDR202600050367;IPDR202600050368;IPDR202600050369;IPDR202600050370,NETWORK_SESSION_BURST_AROUND_TRANSACTION,EASY,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM000221,100000320,TXN250318H9TM3Z,CDR202600060170,IPDR202600050371,UNUSUAL_LOCATION_CONTEXT,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM000222,100000368,TXN250103AXWENM,CDR202600060171,IPDR202600050372,NEW_DEVICE_AROUND_TRANSACTION,EASY,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM000223,100000143,TXN250319CXRJXQ,CDR202600060172,,IMSI_IMEI_PAIR_NOVELTY,HARD,BANK_CDR,0,1,0,0,0,0,0,0,1,0,0,Device,1
ANOM000224,100000011,ATM2503235MXVH0,CDR202600060173,IPDR202600050373;IPDR202600050374;IPDR202600050375;IPDR202600050376,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,MEDIUM,BANK_CDR_IPDR,1,1,1,1,0,0,0,1,0,0,1,Amount;Call;Network,1
ANOM000225,100000065,ATM250109C8J0VE,,,ODD_HOUR_TRANSACTION,HARD,BANK_ONLY,1,0,0,0,1,0,0,0,0,0,0,Time,1
ANOM000226,100000026,TXN2502220G54JL,,,CUSTOMER_RELATIVE_AMOUNT_SPIKE,EASY,BANK_ONLY,1,0,0,1,0,0,0,0,0,0,0,Amount,1
ANOM000227,100000124,TXN250303TMDVE5,,,AMOUNT_VELOCITY_SPIKE,MEDIUM,BANK_ONLY,1,0,0,1,0,0,1,0,0,0,0,Amount;Velocity,1
ANOM000228,100000235,ATM250320AGGB4E,,,TRANSACTION_BURST,EASY,BANK_ONLY,1,0,0,0,0,0,1,0,0,0,0,Velocity,1
ANOM000229,100000230,TXN25031003CRA0,,,NEW_BENEFICIARY,HARD,BANK_ONLY,1,0,0,0,0,1,0,0,0,0,0,Beneficiary,1
ANOM000230,100000012,TXN250130CAWGVA,,,AMOUNT_PLUS_NEW_BENEFICIARY,EASY,BANK_ONLY,1,0,0,1,0,1,0,0,0,0,0,Amount;Beneficiary,1
ANOM000231,100000246,TXN250303A34WHP,CDR202600060174,,UNUSUAL_CALL_BEFORE_TRANSACTION,EASY,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000232,100000182,ATM25011051OOOI,CDR202600060175,,CALL_THEN_HIGH_VALUE_TRANSFER,MEDIUM,BANK_CDR,1,1,0,1,0,0,0,1,0,0,0,Amount;Call,1
ANOM000233,100000152,TXN250225HVVSGZ,CDR202600060176,,CALL_THEN_NEW_BENEFICIARY,HARD,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Beneficiary;Call,1
ANOM000234,100000100,TXN250321693KTU,CDR202600060177;CDR202600060178;CDR202600060179;CDR202600060180,,REPEATED_CALLS_BEFORE_TRANSACTION,MEDIUM,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000235,100000036,ATM2503271PK88H,,IPDR202600050377;IPDR202600050378;IPDR202600050379;IPDR202600050380;IPDR202600050381;IPDR202600050382;IPDR202600050383;IPDR202600050384;IPDR202600050385;IPDR202600050386;IPDR202600050387;IPDR202600050388;IPDR202600050389;IPDR202600050390;IPDR202600050391;IPDR202600050392;IPDR202600050393;IPDR202600050394;IPDR202600050395;IPDR202600050396;IPDR202600050397;IPDR202600050398;IPDR202600050399,NETWORK_SESSION_BURST_AROUND_TRANSACTION,EASY,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM000236,100000242,TXN250313JXVOQ7,CDR202600060181,IPDR202600050400,UNUSUAL_LOCATION_CONTEXT,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM000237,100000299,ATM250321UF7MCF,CDR202600060182,IPDR202600050401,NEW_DEVICE_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM000238,100000362,ATM250221F48GQF,CDR202600060183,,IMSI_IMEI_PAIR_NOVELTY,MEDIUM,BANK_CDR,0,1,0,0,0,0,0,0,1,0,0,Device,1
ANOM000239,100000147,ATM250129ZEXHG2,CDR202600060184,IPDR202600050402;IPDR202600050403;IPDR202600050404;IPDR202600050405;IPDR202600050406;IPDR202600050407;IPDR202600050408,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,HARD,BANK_CDR_IPDR,1,1,1,1,0,0,0,1,0,0,1,Amount;Call;Network,1
ANOM000240,100000222,TXN250131V5AW4A,,,ODD_HOUR_TRANSACTION,HARD,BANK_ONLY,1,0,0,0,1,0,0,0,0,0,0,Time,1
ANOM000241,100000074,TXN250221TQ2RSD,,,CUSTOMER_RELATIVE_AMOUNT_SPIKE,MEDIUM,BANK_ONLY,1,0,0,1,0,0,0,0,0,0,0,Amount,1
ANOM000242,100000104,TXN250324QN8MYF,,,AMOUNT_VELOCITY_SPIKE,HARD,BANK_ONLY,1,0,0,1,0,0,1,0,0,0,0,Amount;Velocity,1
ANOM000243,100000119,TXN2502070474XM,,,TRANSACTION_BURST,EASY,BANK_ONLY,1,0,0,0,0,0,1,0,0,0,0,Velocity,1
